task,model,selection_case,seed,seed_slot,error_key,selected_error,summary_best_point,line_label,run_path,epoch,metric_value
task31,graphconv,case14,43,1,PBL Mean,0.24044978268006267,94,task31|graphconv|case14|seed=43|bp=94|err=0.240450,/mnt/home/donti-group-shared/ojas/pfdelta/runs/gen_feb0126/task31/graphconv/case14/seed=43_case=case14_layers=10_lr=1e-4_80_260203_135218,89,0.25724847456988165
task31,graphconv,case14,43,1,PBL Mean,0.24044978268006267,94,task31|graphconv|case14|seed=43|bp=94|err=0.240450,/mnt/home/donti-group-shared/ojas/pfdelta/runs/gen_feb0126/task31/graphconv/case14/seed=43_case=case14_layers=10_lr=1e-4_80_260203_135218,94,0.24044978268006267
task31,graphconv,case14,43,1,PBL Mean,0.24044978268006267,94,task31|graphconv|case14|seed=43|bp=94|err=0.240450,/mnt/home/donti-group-shared/ojas/pfdelta/runs/gen_feb0126/task31/graphconv/case14/seed=43_case=case14_layers=10_lr=1e-4_80_260203_135218,99,0.26771881983560675
task31,graphconv,case14,44,2,PBL Mean,0.24590289154473474,99,task31|graphconv|case14|seed=44|bp=99|err=0.245903,/mnt/home/donti-group-shared/ojas/pfdelta/runs/gen_feb0126/task31/graphconv/case14/seed=44_case=case14_layers=15_lr=1e-4_160_260212_140621,4,0.33790831074995153
task31,graphconv,case14,44,2,PBL Mean,0.24590289154473474,99,task31|graphconv|case14|seed=44|bp=99|err=0.245903,/mnt/home/donti-group-shared/ojas/pfdelta/runs/gen_feb0126/task31/graphconv/case14/seed=44_case=case14_layers=15_lr=1e-4_160_260212_140621,9,0.32422249632723193
task31,graphconv,case14,44,2,PBL Mean,0.24590289154473474,99,task31|graphconv|case14|seed=44|bp=99|err=0.245903,/mnt/home/donti-group-shared/ojas/pfdelta/runs/gen_feb0126/task31/graphconv/case14/seed=44_case=case14_layers=15_lr=1e-4_160_260212_140621,14,0.3667050123214722
task31,graphconv,case14,44,2,PBL Mean,0.24590289154473474,99,task31|graphconv|case14|seed=44|bp=99|err=0.245903,/mnt/home/donti-group-shared/ojas/pfdelta/runs/gen_feb0126/task31/graphconv/case14/seed=44_case=case14_layers=15_lr=1e-4_160_260212_140621,19,0.3040912403779871
task31,graphconv,case14,44,2,PBL Mean,0.24590289154473474,99,task31|graphconv|case14|seed=44|bp=99|err=0.245903,/mnt/home/donti-group-shared/ojas/pfdelta/runs/gen_feb0126/task31/graphconv/case14/seed=44_case=case14_layers=15_lr=1e-4_160_260212_140621,24,0.2800630534396452
task31,graphconv,case14,44,2,PBL Mean,0.24590289154473474,99,task31|graphconv|case14|seed=44|bp=99|err=0.245903,/mnt/home/donti-group-shared/ojas/pfdelta/runs/gen_feb0126/task31/graphconv/case14/seed=44_case=case14_layers=15_lr=1e-4_160_260212_140621,29,0.27627174749093897
task31,graphconv,case14,44,2,PBL Mean,0.24590289154473474,99,task31|graphconv|case14|seed=44|bp=99|err=0.245903,/mnt/home/donti-group-shared/ojas/pfdelta/runs/gen_feb0126/task31/graphconv/case14/seed=44_case=case14_layers=15_lr=1e-4_160_260212_140621,34,0.277145256189739
